# gr for LJ  N=   108 rho*=108.0000
   0.0200000    0.000000000
   0.0400000    0.000000000
   0.0600000    0.000000000
   0.0800000    0.000000000
   0.1000000    0.000000000
   0.1200000    0.000000000
   0.1400000    0.000000000
   0.1600000    0.000000000
   0.1800000    0.000000000
   0.2000000    0.000000000
   0.2200000    0.000000000
   0.2400000    0.000000000
   0.2600000    0.000000000
   0.2800000    0.000000000
   0.3000000    0.000000000
   0.3200000    0.000000000
   0.3400000    0.000000000
   0.3600000    0.000000000
   0.3800000    0.000000000
   0.4000000    0.000000000
   0.4200000    0.000000000
   0.4400000    0.000000000
   0.4600000    0.000000000
   0.4800000    0.000000000
   0.5000000    0.000000000
   0.5200000    0.000000000
   0.5400000    0.000000000
   0.5600000    0.000000000
   0.5800000    0.000000000
   0.6000000    0.000000000
   0.6200000    0.000000000
   0.6400000    0.000000000
   0.6600000    0.000000000
   0.6800000    0.000000000
   0.7000000    0.000000000
   0.7200000    0.000000000
   0.7400000    0.000000000
   0.7600000    0.000000000
   0.7800000    0.000000000
   0.8000000    0.000000000
   0.8200000    0.000000000
   0.8400000    0.000167081
   0.8600000    0.001195503
   0.8800000    0.012940171
   0.9000000    0.059674019
   0.9200000    0.173690973
   0.9400000    0.387460429
   0.9600000    0.661866512
   0.9800000    0.968403286
   1.0000000    1.263042091
   1.0200000    1.499322945
   1.0400000    1.655575357
   1.0600000    1.744675792
   1.0800000    1.787996942
   1.1000000    1.788362144
   1.1200000    1.755230956
   1.1400000    1.705568813
   1.1600000    1.653045585
   1.1800000    1.581228645
   1.2000000    1.521796642
   1.2200000    1.452667164
   1.2400000    1.385598108
   1.2600000    1.328222174
   1.2800000    1.274051461
   1.3000000    1.232256433
   1.3200000    1.188533605
   1.3400000    1.139236465
   1.3600000    1.109067251
   1.3800000    1.071705650
   1.4000000    1.038657636
   1.4200000    1.021006754
   1.4400000    0.992956117
   1.4600000    0.970639272
   1.4800000    0.963501604
   1.5000000    0.939184641
   1.5200000    0.927056909
   1.5400000    0.914169521
   1.5600000    0.909336582
   1.5800000    0.886390269
   1.6000000    0.887579111
   1.6200000    0.882622044
   1.6400000    0.881126012
   1.6600000    0.877135125
   1.6800000    0.872394187
   1.7000000    0.878401659
   1.7200000    0.875427280
   1.7400000    0.890444060
   1.7600000    0.891996467
   1.7800000    0.895208129
   1.8000000    0.904243320
   1.8200000    0.913379159
   1.8400000    0.922358961
   1.8600000    0.921747090
   1.8800000    0.949421480
   1.9000000    0.946536943
   1.9200000    0.958516771
   1.9400000    0.969725624
   1.9600000    0.983778177
   1.9800000    1.003623536
   2.0000000    1.005623656
   2.0200000    1.012707727
   2.0400000    1.028061432
   2.0600000    1.030240412
   2.0800000    1.038249793
   2.1000000    1.044565631
   2.1200000    1.043560701
   2.1400000    1.053197001
   2.1600000    1.045811439
   2.1800000    1.042723152
   2.2000000    1.047185660
   2.2200000    1.048017714
   2.2399999    1.044365238
   2.2599999    1.040723494
   2.2799999    1.040574776
   2.2999999    1.028205989
   2.3199999    1.029194461
   2.3399999    1.031979867
   2.3599999    1.021431539
   2.3799999    1.014472634
   2.3999999    1.009127685
   2.4199999    1.004162339
   2.4399999    1.000243322
   2.4599999    1.000506951
   2.4799999    0.996491658
   2.4999999    0.999719596
   2.5199999    0.991590459
   2.5399999    0.989732243
   2.5599999    0.986398690
   2.5799999    0.986060049
   2.5999999    0.984289634
   2.6199999    0.984433220
   2.6399999    0.987132100
   2.6599999    0.983174015
   2.6799999    0.980750200
   2.6999999    0.979195666
   2.7199999    0.980576392
   2.7399999    0.986845452
   2.7599999    0.978336886
   2.7799999    0.988176336
   2.7999999    0.983936836
   2.8199999    0.992074223
   2.8399999    0.993805048
   2.8599999    0.992450347
   2.8799999    0.989210856
   2.8999999    0.989337378
   2.9199999    0.994047994
   2.9399999    0.995811441
   2.9599999    0.995088622
   2.9799999    0.998019237

